,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,co2
319,2021-11-16,DKI3 (Jagakarsa),53,82,47,11,24,11,82,PM25,1320
320,2021-11-17,DKI3 (Jagakarsa),47,66,49,9,28,11,66,PM25,1080
321,2021-11-18,DKI3 (Jagakarsa),55,71,43,9,48,18,71,PM25,1080
322,2021-11-19,DKI3 (Jagakarsa),20,28,41,3,28,5,41,SO2,360
323,2021-11-20,DKI3 (Jagakarsa),37,53,43,6,31,8,53,PM25,720
324,2021-11-21,DKI3 (Jagakarsa),52,76,41,14,29,13,76,PM25,1680
325,2021-11-22,DKI3 (Jagakarsa),29,41,42,4,27,6,42,SO2,480
326,2021-11-23,DKI3 (Jagakarsa),24,30,41,3,29,4,41,SO2,360
327,2021-11-24,DKI3 (Jagakarsa),35,55,42,5,34,7,55,PM25,600
328,2021-11-25,DKI3 (Jagakarsa),63,83,42,12,27,11,83,PM25,1440
329,2021-11-26,DKI3 (Jagakarsa),51,71,41,17,48,10,71,PM25,2040
330,2021-11-27,DKI3 (Jagakarsa),31,41,41,8,48,13,41,PM25,960
331,2021-11-28,DKI3 (Jagakarsa),16,25,41,4,34,6,41,SO2,480
332,2021-11-29,DKI3 (Jagakarsa),29,30,42,7,19,8,42,SO2,840
333,2021-11-30,DKI3 (Jagakarsa),46,31,43,10,35,11,46,PM10,1200
334,2021-12-01,DKI3 (Jagakarsa),53,70,43,12,32,15,70,PM25,1440
335,2021-12-02,DKI3 (Jagakarsa),35,55,42,7,29,9,55,PM25,840
336,2021-12-03,DKI3 (Jagakarsa),54,67,43,9,32,11,67,PM25,1080
337,2021-12-04,DKI3 (Jagakarsa),50,65,45,10,26,13,65,PM25,1200
338,2021-12-05,DKI3 (Jagakarsa),51,66,43,15,27,12,66,PM25,1800
339,2021-12-06,DKI3 (Jagakarsa),62,91,47,17,42,18,91,PM25,2040
340,2021-12-07,DKI3 (Jagakarsa),20,28,44,7,32,10,44,SO2,840
341,2021-12-08,DKI3 (Jagakarsa),39,62,45,17,45,13,62,PM25,2040
342,2021-12-09,DKI3 (Jagakarsa),46,60,46,11,51,16,60,PM25,1320
343,2021-12-10,DKI3 (Jagakarsa),51,65,47,12,48,15,65,PM25,1440
344,2021-12-11,DKI3 (Jagakarsa),38,55,45,8,47,12,55,PM25,960
345,2021-12-12,DKI3 (Jagakarsa),48,63,43,13,48,13,63,PM25,1560
346,2021-12-13,DKI3 (Jagakarsa),53,68,44,11,23,10,68,PM25,1320
347,2021-12-14,DKI3 (Jagakarsa),40,48,44,7,37,11,44,SO2,840
348,2021-12-15,DKI3 (Jagakarsa),54,80,43,16,48,16,80,PM25,1920
349,2021-12-16,DKI3 (Jagakarsa),47,68,43,11,48,15,68,PM25,1320
350,2021-12-17,DKI3 (Jagakarsa),39,59,43,13,48,16,59,PM25,1560
351,2021-12-18,DKI3 (Jagakarsa),35,58,35,10,33,12,58,PM25,1200
352,2021-12-19,DKI3 (Jagakarsa),57,90,34,20,48,23,90,PM25,2400
353,2021-12-20,DKI3 (Jagakarsa),54,74,34,13,43,15,74,PM25,1560
354,2021-12-21,DKI3 (Jagakarsa),49,72,34,14,39,18,72,PM25,1680
355,2021-12-22,DKI3 (Jagakarsa),56,82,34,21,44,24,82,PM25,2520
356,2021-12-23,DKI3 (Jagakarsa),56,78,34,12,44,17,78,PM25,1440
357,2021-12-24,DKI3 (Jagakarsa),33,53,34,9,31,10,53,PM25,1080
358,2021-12-25,DKI3 (Jagakarsa),54,77,33,18,31,13,77,PM25,2160
359,2021-12-26,DKI3 (Jagakarsa),39,59,33,14,36,12,59,PM25,1680
360,2021-12-27,DKI3 (Jagakarsa),75,116,35,23,38,21,116,PM25,2760
361,2021-12-28,DKI3 (Jagakarsa),51,74,48,13,17,18,74,PM25,1560
362,2021-12-29,DKI3 (Jagakarsa),47,54,21,12,20,9,54,PM25,1440
363,2021-12-30,DKI3 (Jagakarsa),60,53,21,15,19,13,60,PM10,1800
364,2021-12-31,DKI3 (Jagakarsa),43,56,15,10,33,5,56,PM25,1200
365,2022-01-01,DKI3 (Jagakarsa),58,86,15,22,38,5,86,PM25,2640
366,2022-01-02,DKI3 (Jagakarsa),64,93,14,20,35,5,93,PM25,2400
367,2022-01-03,DKI3 (Jagakarsa),50,67,13,15,17,4,67,PM25,1800
368,2022-01-04,DKI3 (Jagakarsa),59,89,15,19,42,7,89,PM25,2280
369,2022-01-05,DKI3 (Jagakarsa),52,81,18,28,52,11,81,PM25,3360
370,2022-01-06,DKI3 (Jagakarsa),22,52,16,12,44,5,52,PM25,1440
371,2022-01-07,DKI3 (Jagakarsa),26,68,21,22,40,9,68,PM25,2640
372,2022-01-08,DKI3 (Jagakarsa),25,77,17,32,31,8,77,PM25,3840
373,2022-01-09,DKI3 (Jagakarsa),15,33,16,7,23,4,33,PM25,840
374,2022-01-10,DKI3 (Jagakarsa),48,72,17,15,56,4,72,PM25,1800
375,2022-01-11,DKI3 (Jagakarsa),48,58,18,9,37,4,58,PM25,1080
376,2022-01-12,DKI3 (Jagakarsa),26,47,16,6,39,3,47,PM25,720
377,2022-01-13,DKI3 (Jagakarsa),29,78,20,14,40,8,78,PM25,1680
378,2022-01-14,DKI3 (Jagakarsa),24,82,19,16,64,6,82,PM25,1920
379,2022-01-15,DKI3 (Jagakarsa),70,92,19,16,60,7,92,PM25,1920
380,2022-01-16,DKI3 (Jagakarsa),58,86,22,11,43,9,86,PM25,1320
381,2022-01-17,DKI3 (Jagakarsa),51,64,21,7,38,5,64,PM25,840
382,2022-01-18,DKI3 (Jagakarsa),42,56,19,7,37,6,56,PM25,840
383,2022-01-19,DKI3 (Jagakarsa),46,48,17,17,41,10,46,PM10,2040
384,2022-01-20,DKI3 (Jagakarsa),52,48,18,19,44,9,52,PM10,2280
385,2022-01-21,DKI3 (Jagakarsa),84,112,20,33,57,10,112,PM25,3960
386,2022-01-22,DKI3 (Jagakarsa),89,126,19,42,64,13,126,PM25,5040
387,2022-01-23,DKI3 (Jagakarsa),64,90,19,31,34,10,90,PM25,3720
388,2022-01-24,DKI3 (Jagakarsa),60,95,18,23,67,8,95,PM25,2760
389,2022-01-25,DKI3 (Jagakarsa),54,79,18,15,50,7,79,PM25,1800
390,2022-01-26,DKI3 (Jagakarsa),33,37,17,5,30,4,37,PM25,600
391,2022-01-27,DKI3 (Jagakarsa),26,49,16,9,26,5,49,PM25,1080
392,2022-01-28,DKI3 (Jagakarsa),28,16,17,9,48,4,48,O3,1080
393,2022-01-29,DKI3 (Jagakarsa),46,13,16,10,41,4,46,PM10,1200
394,2022-01-30,DKI3 (Jagakarsa),38,13,17,7,39,48,39,O3,840
395,2022-01-31,DKI3 (Jagakarsa),73,110,28,18,26,18,110,PM25,2160
396,2022-02-01,DKI3 (Jagakarsa),53,70,25,10,27,14,70,PM25,1200
397,2022-02-02,DKI3 (Jagakarsa),32,53,27,6,24,9,53,PM25,720
398,2022-02-03,DKI3 (Jagakarsa),29,54,26,11,24,13,54,PM25,1320
399,2022-02-04,DKI3 (Jagakarsa),27,51,24,10,24,12,51,PM25,1200
400,2022-02-05,DKI3 (Jagakarsa),34,53,24,8,32,12,53,PM25,960
401,2022-02-06,DKI3 (Jagakarsa),33,50,24,9,30,13,50,PM25,1080
402,2022-02-07,DKI3 (Jagakarsa),26,42,24,9,35,12,42,PM25,1080
403,2022-02-08,DKI3 (Jagakarsa),33,53,25,9,23,12,53,PM25,1080
404,2022-02-09,DKI3 (Jagakarsa),50,64,24,11,23,10,64,PM25,1320
405,2022-02-10,DKI3 (Jagakarsa),38,57,23,6,18,7,57,PM25,720
406,2022-02-11,DKI3 (Jagakarsa),63,98,25,13,20,8,98,PM25,1560
407,2022-02-12,DKI3 (Jagakarsa),59,89,26,12,30,13,89,PM25,1440
408,2022-02-13,DKI3 (Jagakarsa),55,73,25,11,35,13,73,PM25,1320
409,2022-02-14,DKI3 (Jagakarsa),40,62,24,9,32,12,62,PM25,1080
410,2022-02-15,DKI3 (Jagakarsa),36,51,24,9,34,15,51,PM25,1080
411,2022-02-16,DKI3 (Jagakarsa),46,67,26,15,28,18,67,PM25,1800
412,2022-02-17,DKI3 (Jagakarsa),53,70,28,8,26,12,70,PM25,960
413,2022-02-18,DKI3 (Jagakarsa),28,51,25,13,23,14,51,PM25,1560
414,2022-02-19,DKI3 (Jagakarsa),45,59,25,13,29,15,59,PM25,1560
415,2022-02-20,DKI3 (Jagakarsa),29,42,24,7,30,9,42,PM25,840
416,2022-02-21,DKI3 (Jagakarsa),68,103,26,22,30,14,103,PM25,2640
417,2022-02-22,DKI3 (Jagakarsa),66,90,26,12,29,16,90,PM25,1440
418,2022-02-23,DKI3 (Jagakarsa),48,48,48,11,48,48,0,,1320
419,2022-02-24,DKI3 (Jagakarsa),27,54,25,6,24,7,54,PM25,720
420,2022-02-25,DKI3 (Jagakarsa),41,61,25,10,40,16,61,PM25,1200
421,2022-02-26,DKI3 (Jagakarsa),50,73,27,10,41,16,73,PM25,1200
422,2022-02-27,DKI3 (Jagakarsa),64,94,25,13,27,15,94,PM25,1560
423,2022-02-28,DKI3 (Jagakarsa),62,97,28,13,21,14,97,PM25,1560
424,2022-03-01,DKI3 (Jagakarsa),54,71,26,13,41,14,71,PM25,1560
425,2022-03-02,DKI3 (Jagakarsa),57,83,27,18,38,20,83,PM25,2160
426,2022-03-03,DKI3 (Jagakarsa),56,77,29,13,28,19,77,PM25,1560
427,2022-03-04,DKI3 (Jagakarsa),54,77,31,11,39,20,77,PM25,1320
428,2022-03-05,DKI3 (Jagakarsa),54,80,27,17,34,18,80,PM25,2040
429,2022-03-06,DKI3 (Jagakarsa),64,93,28,18,31,19,93,PM25,2160
430,2022-03-07,DKI3 (Jagakarsa),53,77,28,11,18,10,77,PM25,1320
431,2022-03-08,DKI3 (Jagakarsa),41,63,30,7,19,10,63,PM25,840
432,2022-03-09,DKI3 (Jagakarsa),60,89,28,14,25,14,89,PM25,1680
433,2022-03-10,DKI3 (Jagakarsa),29,52,26,7,28,11,52,PM25,840
434,2022-03-11,DKI3 (Jagakarsa),66,99,29,13,29,15,99,PM25,1560
435,2022-03-12,DKI3 (Jagakarsa),53,72,29,7,23,9,72,PM25,840
436,2022-03-13,DKI3 (Jagakarsa),52,73,28,10,16,10,73,PM25,1200
437,2022-03-14,DKI3 (Jagakarsa),51,76,28,9,25,10,76,PM25,1080
438,2022-03-15,DKI3 (Jagakarsa),59,88,40,8,41,18,88,PM25,960
439,2022-03-16,DKI3 (Jagakarsa),71,106,32,11,39,19,106,PM25,1320
440,2022-03-17,DKI3 (Jagakarsa),61,99,35,7,42,18,99,PM25,840
441,2022-03-18,DKI3 (Jagakarsa),59,87,33,7,39,14,87,PM25,840
442,2022-03-19,DKI3 (Jagakarsa),65,106,31,12,45,17,106,PM25,1440
443,2022-03-20,DKI3 (Jagakarsa),81,118,27,15,37,16,118,PM25,1800
444,2022-03-21,DKI3 (Jagakarsa),62,93,26,15,36,10,93,PM25,1800
445,2022-03-22,DKI3 (Jagakarsa),51,77,26,9,27,8,77,PM25,1080
446,2022-03-23,DKI3 (Jagakarsa),43,64,26,6,27,8,64,PM25,720
447,2022-03-24,DKI3 (Jagakarsa),38,62,26,7,28,9,62,PM25,840
448,2022-03-25,DKI3 (Jagakarsa),55,79,27,13,39,11,79,PM25,1560
449,2022-03-26,DKI3 (Jagakarsa),51,73,30,11,56,19,73,PM25,1320
450,2022-03-27,DKI3 (Jagakarsa),47,63,27,10,43,17,63,PM25,1200
451,2022-03-28,DKI3 (Jagakarsa),51,19,26,14,48,21,51,PM10,1680
452,2022-03-29,DKI3 (Jagakarsa),59,24,29,10,33,20,59,PM10,1200
453,2022-03-30,DKI3 (Jagakarsa),56,22,12,18,32,25,56,PM10,2160
454,2022-03-31,DKI3 (Jagakarsa),28,52,26,5,35,7,52,PM25,600
455,2022-04-01,DKI3 (Jagakarsa),51,70,33,8,37,10,70,PM25,960
456,2022-04-02,DKI3 (Jagakarsa),30,52,27,7,48,14,52,PM25,840
457,2022-04-03,DKI3 (Jagakarsa),68,103,29,28,48,28,103,PM25,3360
458,2022-04-04,DKI3 (Jagakarsa),61,85,30,11,48,17,85,PM25,1320
459,2022-04-05,DKI3 (Jagakarsa),35,51,32,3,34,5,51,PM25,360
460,2022-04-06,DKI3 (Jagakarsa),25,35,27,3,48,4,35,PM25,360
461,2022-04-07,DKI3 (Jagakarsa),31,52,28,5,48,7,52,PM25,600
462,2022-04-08,DKI3 (Jagakarsa),55,76,26,8,48,10,76,PM25,960
463,2022-04-09,DKI3 (Jagakarsa),64,101,25,16,48,18,101,PM25,1920
464,2022-04-10,DKI3 (Jagakarsa),62,89,25,14,48,21,89,PM25,1680
465,2022-04-11,DKI3 (Jagakarsa),48,69,27,15,48,16,69,PM25,1800
466,2022-04-12,DKI3 (Jagakarsa),47,65,31,11,48,18,65,PM25,1320
467,2022-04-13,DKI3 (Jagakarsa),48,67,31,10,48,19,67,PM25,1200
468,2022-04-14,DKI3 (Jagakarsa),48,69,26,16,33,19,69,PM25,1920
469,2022-04-15,DKI3 (Jagakarsa),52,72,27,14,32,22,72,PM25,1680
470,2022-04-16,DKI3 (Jagakarsa),61,93,48,12,39,20,93,PM25,1440
471,2022-04-17,DKI3 (Jagakarsa),55,82,48,8,48,14,82,PM25,960
472,2022-04-18,DKI3 (Jagakarsa),48,92,22,9,36,18,92,PM25,1080
473,2022-04-19,DKI3 (Jagakarsa),50,75,19,7,32,14,75,PM25,840
474,2022-04-20,DKI3 (Jagakarsa),58,93,19,13,27,17,93,PM25,1560
475,2022-04-21,DKI3 (Jagakarsa),57,83,20,8,39,14,83,PM25,960
476,2022-04-22,DKI3 (Jagakarsa),70,100,20,11,32,16,100,PM25,1320
477,2022-04-23,DKI3 (Jagakarsa),57,73,19,9,41,15,73,PM25,1080
478,2022-04-24,DKI3 (Jagakarsa),59,88,19,13,27,19,88,PM25,1560
479,2022-04-25,DKI3 (Jagakarsa),57,84,19,10,26,16,84,PM25,1200
480,2022-04-26,DKI3 (Jagakarsa),64,104,13,9,34,16,104,PM25,1080
481,2022-04-27,DKI3 (Jagakarsa),51,80,11,9,32,16,80,PM25,1080
482,2022-04-28,DKI3 (Jagakarsa),39,23,10,12,26,17,39,PM10,1440
483,2022-04-29,DKI3 (Jagakarsa),54,23,12,10,48,18,54,PM10,1200
484,2022-04-30,DKI3 (Jagakarsa),66,102,13,15,48,20,102,PM25,1800
485,2022-05-01,DKI3 (Jagakarsa),55,77,13,13,48,17,77,PM25,1560
486,2022-05-02,DKI3 (Jagakarsa),55,83,12,9,25,16,83,PM25,1080
487,2022-05-03,DKI3 (Jagakarsa),65,108,13,18,48,19,108,PM25,2160
488,2022-05-04,DKI3 (Jagakarsa),61,102,23,13,35,20,102,PM25,1560
489,2022-05-05,DKI3 (Jagakarsa),39,66,20,9,60,15,66,PM25,1080
490,2022-05-06,DKI3 (Jagakarsa),39,69,19,15,151,20,151,O3,1800
491,2022-05-07,DKI3 (Jagakarsa),50,76,20,8,71,15,76,PM25,960
492,2022-05-08,DKI3 (Jagakarsa),35,58,17,6,47,13,58,PM25,720
493,2022-05-09,DKI3 (Jagakarsa),46,76,22,8,66,13,76,PM25,960
494,2022-05-10,DKI3 (Jagakarsa),48,89,26,8,34,13,89,PM25,960
495,2022-05-11,DKI3 (Jagakarsa),48,96,21,10,29,15,96,PM25,1200
496,2022-05-12,DKI3 (Jagakarsa),48,94,19,11,25,14,94,PM25,1320
497,2022-05-13,DKI3 (Jagakarsa),48,77,18,6,26,10,77,PM25,720
498,2022-05-14,DKI3 (Jagakarsa),48,79,21,8,33,14,79,PM25,960
499,2022-05-15,DKI3 (Jagakarsa),48,68,18,7,29,10,68,PM25,840
500,2022-05-16,DKI3 (Jagakarsa),48,65,18,7,24,11,65,PM25,840
501,2022-05-17,DKI3 (Jagakarsa),48,58,43,6,25,4,58,PM25,720
502,2022-05-18,DKI3 (Jagakarsa),48,86,49,11,29,1,86,PM25,1320
503,2022-05-19,DKI3 (Jagakarsa),48,81,37,7,29,11,81,PM25,840
504,2022-05-20,DKI3 (Jagakarsa),49,74,47,8,26,14,74,PM25,960
505,2022-05-21,DKI3 (Jagakarsa),53,73,45,10,25,15,73,PM25,1200
506,2022-05-22,DKI3 (Jagakarsa),60,85,49,12,31,19,85,PM25,1440
507,2022-05-23,DKI3 (Jagakarsa),76,112,45,13,48,17,112,PM25,1560
508,2022-05-24,DKI3 (Jagakarsa),51,60,45,7,27,13,60,PM25,840
509,2022-05-25,DKI3 (Jagakarsa),58,82,47,8,29,16,82,PM25,960
510,2022-05-26,DKI3 (Jagakarsa),51,68,51,5,23,11,68,PM25,600
511,2022-05-27,DKI3 (Jagakarsa),62,86,48,8,48,16,86,PM25,960
512,2022-05-28,DKI3 (Jagakarsa),58,23,45,8,19,16,58,PM10,960
513,2022-05-29,DKI3 (Jagakarsa),44,24,45,9,48,14,45,SO2,1080
514,2022-05-30,DKI3 (Jagakarsa),57,21,9,20,48,37,57,PM10,2400
515,2022-05-31,DKI3 (Jagakarsa),73,105,43,12,48,22,105,PM25,1440
516,2022-06-01,DKI3 (Jagakarsa),62,81,45,8,48,17,81,PM25,960
517,2022-06-02,DKI3 (Jagakarsa),58,78,49,8,48,16,78,PM25,960
518,2022-06-03,DKI3 (Jagakarsa),59,86,48,6,48,15,86,PM25,720
519,2022-06-04,DKI3 (Jagakarsa),58,87,44,8,23,15,87,PM25,960
520,2022-06-05,DKI3 (Jagakarsa),63,95,45,11,26,19,95,PM25,1320
521,2022-06-06,DKI3 (Jagakarsa),55,78,47,7,24,14,78,PM25,840
522,2022-06-07,DKI3 (Jagakarsa),54,82,48,7,34,15,82,PM25,840
523,2022-06-08,DKI3 (Jagakarsa),59,88,48,8,26,16,88,PM25,960
524,2022-06-09,DKI3 (Jagakarsa),67,97,48,14,26,22,97,PM25,1680
525,2022-06-10,DKI3 (Jagakarsa),60,86,47,9,30,17,86,PM25,1080
526,2022-06-11,DKI3 (Jagakarsa),53,73,49,6,35,13,73,PM25,720
527,2022-06-12,DKI3 (Jagakarsa),49,71,49,6,32,12,71,PM25,720
528,2022-06-13,DKI3 (Jagakarsa),59,88,49,7,23,15,88,PM25,840
529,2022-06-14,DKI3 (Jagakarsa),73,114,52,9,24,21,114,PM25,1080
530,2022-06-15,DKI3 (Jagakarsa),63,89,51,10,21,17,89,PM25,1200
531,2022-06-16,DKI3 (Jagakarsa),66,99,50,14,21,19,99,PM25,1680
532,2022-06-17,DKI3 (Jagakarsa),62,87,48,10,25,21,87,PM25,1200
533,2022-06-18,DKI3 (Jagakarsa),63,93,50,7,18,22,93,PM25,840
534,2022-06-19,DKI3 (Jagakarsa),80,111,52,7,24,29,111,PM25,840
535,2022-06-20,DKI3 (Jagakarsa),53,64,48,4,22,17,64,PM25,480
536,2022-06-21,DKI3 (Jagakarsa),34,56,50,5,24,15,56,PM25,600
537,2022-06-22,DKI3 (Jagakarsa),59,89,52,9,29,23,89,PM25,1080
538,2022-06-23,DKI3 (Jagakarsa),69,106,51,9,26,19,106,PM25,1080
539,2022-06-24,DKI3 (Jagakarsa),85,127,51,11,27,22,127,PM25,1320
540,2022-06-25,DKI3 (Jagakarsa),58,80,51,5,25,15,80,PM25,600
541,2022-06-26,DKI3 (Jagakarsa),72,110,50,9,29,15,110,PM25,1080
542,2022-06-27,DKI3 (Jagakarsa),58,81,50,6,26,14,81,PM25,720
543,2022-06-28,DKI3 (Jagakarsa),71,30,52,8,25,19,71,PM10,960
544,2022-06-29,DKI3 (Jagakarsa),79,26,49,10,23,19,79,PM10,1200
545,2022-06-30,DKI3 (Jagakarsa),64,92,48,8,22,18,92,PM25,960
546,2022-07-01,DKI3 (Jagakarsa),60,84,47,7,23,18,84,PM25,840
547,2022-07-02,DKI3 (Jagakarsa),80,124,45,10,28,17,124,PM25,1200
548,2022-07-03,DKI3 (Jagakarsa),86,132,44,9,28,14,132,PM25,1080
549,2022-07-04,DKI3 (Jagakarsa),67,105,46,7,38,15,105,PM25,840
550,2022-07-05,DKI3 (Jagakarsa),68,102,44,7,32,16,102,PM25,840
551,2022-07-06,DKI3 (Jagakarsa),73,109,48,8,31,17,109,PM25,960
552,2022-07-07,DKI3 (Jagakarsa),71,110,50,6,33,16,110,PM25,720
553,2022-07-08,DKI3 (Jagakarsa),79,119,51,7,34,17,119,PM25,840
554,2022-07-09,DKI3 (Jagakarsa),67,97,51,4,31,14,97,PM25,480
555,2022-07-10,DKI3 (Jagakarsa),60,80,47,5,21,14,80,PM25,600
556,2022-07-11,DKI3 (Jagakarsa),50,48,47,4,14,11,50,PM10,480
557,2022-07-12,DKI3 (Jagakarsa),62,99,50,8,25,18,99,PM25,960
558,2022-07-13,DKI3 (Jagakarsa),66,94,45,6,23,15,94,PM25,720
559,2022-07-14,DKI3 (Jagakarsa),80,126,49,9,28,23,126,PM25,1080
560,2022-07-15,DKI3 (Jagakarsa),84,123,49,7,29,16,123,PM25,840
561,2022-07-16,DKI3 (Jagakarsa),70,102,49,5,31,14,102,PM25,600
562,2022-07-17,DKI3 (Jagakarsa),79,121,49,5,33,16,121,PM25,600
563,2022-07-18,DKI3 (Jagakarsa),80,122,48,4,33,17,122,PM25,480
564,2022-07-19,DKI3 (Jagakarsa),77,110,45,5,25,18,110,PM25,600
565,2022-07-20,DKI3 (Jagakarsa),54,81,45,4,19,13,81,PM25,480
566,2022-07-21,DKI3 (Jagakarsa),57,79,49,5,22,20,79,PM25,600
567,2022-07-22,DKI3 (Jagakarsa),63,91,46,5,38,16,91,PM25,600
568,2022-07-23,DKI3 (Jagakarsa),51,73,45,4,29,12,73,PM25,480
569,2022-07-24,DKI3 (Jagakarsa),68,102,47,6,32,17,102,PM25,720
570,2022-07-25,DKI3 (Jagakarsa),69,103,49,6,28,17,103,PM25,720
571,2022-07-26,DKI3 (Jagakarsa),64,96,50,11,30,15,96,PM25,1320
572,2022-07-27,DKI3 (Jagakarsa),76,124,49,18,26,20,124,PM25,2160
573,2022-07-28,DKI3 (Jagakarsa),73,28,47,17,26,18,73,PM10,2040
574,2022-07-29,DKI3 (Jagakarsa),75,29,51,14,43,21,75,PM10,1680
575,2022-07-30,DKI3 (Jagakarsa),57,26,9,18,31,29,57,PM10,2160
576,2022-07-31,DKI3 (Jagakarsa),51,66,44,9,31,11,66,PM25,1080
577,2022-08-01,DKI3 (Jagakarsa),48,65,47,10,29,12,65,PM25,1200
578,2022-08-02,DKI3 (Jagakarsa),45,66,48,9,30,13,66,PM25,1080
579,2022-08-03,DKI3 (Jagakarsa),56,82,51,8,27,14,82,PM25,960
580,2022-08-04,DKI3 (Jagakarsa),52,82,51,11,23,15,82,PM25,1320
581,2022-08-05,DKI3 (Jagakarsa),52,77,42,16,19,18,77,PM25,1920
582,2022-08-06,DKI3 (Jagakarsa),59,84,45,10,23,14,84,PM25,1200
583,2022-08-07,DKI3 (Jagakarsa),57,84,47,9,26,13,84,PM25,1080
584,2022-08-08,DKI3 (Jagakarsa),53,69,45,7,25,10,69,PM25,840
585,2022-08-09,DKI3 (Jagakarsa),36,54,41,6,27,12,54,PM25,720
586,2022-08-10,DKI3 (Jagakarsa),61,88,44,12,30,14,88,PM25,1440
587,2022-08-11,DKI3 (Jagakarsa),54,73,46,7,32,11,73,PM25,840
588,2022-08-12,DKI3 (Jagakarsa),61,91,46,11,29,16,91,PM25,1320
589,2022-08-13,DKI3 (Jagakarsa),69,102,45,14,29,16,102,PM25,1680
590,2022-08-14,DKI3 (Jagakarsa),57,84,45,12,22,15,84,PM25,1440
591,2022-08-15,DKI3 (Jagakarsa),53,79,48,9,24,15,79,PM25,1080
592,2022-08-16,DKI3 (Jagakarsa),60,88,45,11,30,13,88,PM25,1320
593,2022-08-17,DKI3 (Jagakarsa),58,86,43,10,35,11,86,PM25,1200
594,2022-08-18,DKI3 (Jagakarsa),68,104,45,14,27,14,104,PM25,1680
595,2022-08-19,DKI3 (Jagakarsa),57,83,46,10,29,14,83,PM25,1200
596,2022-08-20,DKI3 (Jagakarsa),53,80,44,10,33,15,80,PM25,1200
597,2022-08-21,DKI3 (Jagakarsa),58,88,49,14,29,18,88,PM25,1680
598,2022-08-22,DKI3 (Jagakarsa),66,100,46,13,31,17,100,PM25,1560
599,2022-08-23,DKI3 (Jagakarsa),66,100,46,11,32,15,100,PM25,1320
600,2022-08-24,DKI3 (Jagakarsa),57,81,44,10,33,11,81,PM25,1200
601,2022-08-25,DKI3 (Jagakarsa),54,82,46,9,30,15,82,PM25,1080
602,2022-08-26,DKI3 (Jagakarsa),62,92,47,9,31,13,92,PM25,1080
603,2022-08-27,DKI3 (Jagakarsa),63,94,46,10,42,17,94,PM25,1200
604,2022-08-28,DKI3 (Jagakarsa),67,28,46,12,35,15,67,PM10,1440
605,2022-08-29,DKI3 (Jagakarsa),87,27,46,16,38,17,87,PM10,1920
606,2022-08-30,DKI3 (Jagakarsa),64,27,10,19,38,32,64,PM10,2280
607,2022-08-31,DKI3 (Jagakarsa),57,83,46,13,32,14,83,PM25,1560
608,2022-09-01,DKI3 (Jagakarsa),65,99,46,15,29,16,99,PM25,1800
609,2022-09-02,DKI3 (Jagakarsa),56,86,45,9,39,13,86,PM25,1080
610,2022-09-03,DKI3 (Jagakarsa),53,77,45,9,30,13,77,PM25,1080
611,2022-09-04,DKI3 (Jagakarsa),61,93,46,11,36,14,93,PM25,1320
612,2022-09-05,DKI3 (Jagakarsa),73,108,48,13,29,15,108,PM25,1560
613,2022-09-06,DKI3 (Jagakarsa),60,84,48,11,26,15,84,PM25,1320
614,2022-09-07,DKI3 (Jagakarsa),60,82,48,12,29,15,82,PM25,1440
615,2022-09-08,DKI3 (Jagakarsa),48,61,46,9,31,12,61,PM25,1080
616,2022-09-09,DKI3 (Jagakarsa),49,71,49,9,36,15,71,PM25,1080
617,2022-09-10,DKI3 (Jagakarsa),61,89,50,10,43,16,89,PM25,1200
618,2022-09-11,DKI3 (Jagakarsa),55,78,47,9,30,13,78,PM25,1080
619,2022-09-12,DKI3 (Jagakarsa),51,65,47,8,26,11,65,PM25,960
620,2022-09-13,DKI3 (Jagakarsa),32,51,46,7,21,11,51,PM25,840
621,2022-09-14,DKI3 (Jagakarsa),53,81,50,17,24,22,81,PM25,2040
622,2022-09-15,DKI3 (Jagakarsa),51,72,50,10,27,15,72,PM25,1200
623,2022-09-16,DKI3 (Jagakarsa),47,72,49,7,29,13,72,PM25,840
624,2022-09-17,DKI3 (Jagakarsa),55,80,50,9,27,15,80,PM25,1080
625,2022-09-18,DKI3 (Jagakarsa),56,81,48,10,31,12,81,PM25,1200
626,2022-09-19,DKI3 (Jagakarsa),45,59,49,7,33,10,59,PM25,840
627,2022-09-20,DKI3 (Jagakarsa),54,78,50,9,35,15,78,PM25,1080
628,2022-09-21,DKI3 (Jagakarsa),57,78,49,14,26,18,78,PM25,1680
629,2022-09-22,DKI3 (Jagakarsa),57,82,51,10,29,16,82,PM25,1200
630,2022-09-23,DKI3 (Jagakarsa),55,77,52,8,27,15,77,PM25,960
631,2022-09-24,DKI3 (Jagakarsa),54,75,50,11,22,16,75,PM25,1320
632,2022-09-25,DKI3 (Jagakarsa),54,74,50,10,27,13,74,PM25,1200
633,2022-09-26,DKI3 (Jagakarsa),48,71,49,12,26,16,71,PM25,1440
634,2022-09-27,DKI3 (Jagakarsa),46,48,49,10,32,13,49,SO2,1200
635,2022-09-28,DKI3 (Jagakarsa),61,26,49,13,31,22,61,PM10,1560
636,2022-09-29,DKI3 (Jagakarsa),67,27,49,16,40,19,67,PM10,1920
637,2022-09-30,DKI3 (Jagakarsa),58,77,49,9,35,11,77,PM25,1080
